happiness_is_a_warm_gun;the_beatles;mccartney, lennon;11 68
martha_my_dear;the_beatles;mccartney, lennon;11 68
im_so_tired;the_beatles;mccartney, lennon;11 68
blackbird;the_beatles;mccartney, lennon;11 68
piggies;the_beatles;harrison;11 68
rocky_raccoon;the_beatles;mccartney, lennon;11 68
dont_pass_me_by;the_beatles;starkey;11 68
why_dont_we_do_it_in_the_road;the_beatles;mccartney, lennon;11 68
i_will;the_beatles;mccartney, lennon;11 68
julia;the_beatles;mccartney, lennon;11 68
birthday;the_beatles;mccartney, lennon;11 68
yer_blues;the_beatles;mccartney, lennon;11 68
mother_natures_son;the_beatles;mccartney, lennon;11 68
everybodys_got_something_to_hide_except_me_and_my_monkey;the_beatles;mccartney, lennon;11 68
sexy_sadie;the_beatles;mccartney, lennon;11 68
helter_skelter;the_beatles;mccartney, lennon;11 68
long_long_long;the_beatles;harrison;11 68
revolution_1;the_beatles;mccartney, lennon;11 68
honey_pie;the_beatles;mccartney, lennon;11 68
savoy_truffle;the_beatles;harrison;11 68
cry_baby_cry;the_beatles;mccartney, lennon;11 68
revolution_9;the_beatles;mccartney, lennon;11 68
good_night;the_beatles;mccartney, lennon;11 68
only_a_northern_song;yellow_submarine;harrison;01 69
all_together_now;yellow_submarine;mccartney, lennon;01 69
hey_bulldog;yellow_submarine;mccartney, lennon;01 69
its_all_too_much;yellow_submarine;harrison;01 69
come_together;abbey_road;mccartney, lennon;09 69
something;abbey_road;harrison;09 69
maxwells_silver_hammer;abbey_road;mccartney, lennon;09 69
oh_darling;abbey_road;mccartney, lennon;09 69
octopuss_garden;abbey_road;starkey;09 69
i_want_you_shes_so_heavy;abbey_road;mccartney, lennon;09 69
here_comes_the_sun;abbey_road;harrison;09 69
because;abbey_road;mccartney, lennon;09 69
you_never_give_me_your_money;abbey_road;mccartney, lennon;09 69
sun_king;abbey_road;mccartney, lennon;09 69
mean_mr_mustard;abbey_road;mccartney, lennon;09 69
polythene_pam;abbey_road;mccartney, lennon;09 69
she_came_in_through_the_bathroom_window;abbey_road;mccartney, lennon;09 69
golden_slumbers;abbey_road;mccartney, lennon;09 69
carry_that_weight;abbey_road;mccartney, lennon;09 69
the_end;abbey_road;mccartney, lennon;09 69
her_majesty;abbey_road;mccartney, lennon;09 69
two_of_us;let_it_be;mccartney, lennon;01 69
dig_a_pony;let_it_be;mccartney, lennon;01 69
across_the_universe;let_it_be;mccartney, lennon;01 69
i_me_mine;let_it_be;harrison;01 69
dig_it;let_it_be;mccartney, lennon, harrison, starkey;01 69
maggie_mae;let_it_be;traditional;01 69
ive_got_a_feeling;let_it_be;mccartney, lennon;01 69
one_after_909;let_it_be;mccartney, lennon;01 69
the_long_and_winding_road;let_it_be;mccartney, lennon;01 69
for_your_blue;let_it_be;harrison;01 69
get_back;let_it_be;mccartney, lennon;01 69
from_me_to_you;single;mccartney, lennon;04 62
thank_you_girl;single;mccartney, lennon;04 62
she_loves_you;single;mccartney, lennon;08 63
ill_get_you;single;mccartney, lennon;08 63
i_want_to_hold_your_hand;single;mccartney, lennon;11 63
this_boy;single;mccartney, lennon;11 63
cry_for_a_shadow;single;harrison, lennon;03 64
i_feel_fine;single;mccartney, lennon;11 64
shes_a_woman;single;mccartney, lennon;11 64
yes_it_is;single;mccartney, lennon;04 65
im_down;single;mccartney, lennon;07 65
we_can_work_it_out;single;mccartney, lennon;12 65
day_tripper;single;mccartney, lennon;12 65
paperback_writer;single;mccartney, lennon;06 66
rain;single;mccartney, lennon;06 66
lady_madonna;single;mccartney, lennon;03 68
inner_light;single;harrison;03 68
hey_jude;single;mccartney, lennon;08 68
dont_let_me_down;single;mccartney, lennon;04 69
the_ballad_of_john_and_yoko;single;mccartney, lennon;05 69
old_brown_shoe;single;harrison;05 69
you_know_my_name_look_up_the_number;single;mccartney, lennon;03 70
