title,number_of_parts,key,key_change_info,metrics,album,author,date,i,ix,ii,iix,iii,iv,ivx,v,vx,vi,vix,vii,ci,cix,cii,ciix,ciii,civ,civx,cv,cvx,cvi,cvix,cvii
kansas_city_hey_hey_hey_hey,5,G,['None'],[('4/4'; 1)],beatles_for_sale,leiber; stoller; penniman,12 64,190.5625,2.25,48.875,22.125,93.0,80.125,5.5,143.375,0.0,70.25,27.125,24.0625,93.5[('major'; 56.375); ('interval class 5'; 13.125); ('interval class 2'; 9.0); ('interval class 4'; 7.875); ('7'; 6.0); ('minor'; 1.0); ('quartal'; 0.125)],0[None],22.5[('interval class 3'; 22.5)],6.625[('interval class 2'; 4.0); ('ninth'; 1.75); ('7'; 0.875)],9.75[('interval class 3'; 9.75)],33.75[('major'; 26.25); ('interval class 5'; 4.0); ('interval class 4'; 3.5)],0[None],28.125[('major'; 17.375); ('interval class 3'; 6.5); ('interval class 4'; 1.625); ('interval class 5'; 1.25); ('interval class 2'; 1.25); ('half-dim 7'; 0.125)],0[None],23.5[('interval class 3'; 23.375); ('minor-7'; 0.125)],2.25[('major'; 2.25)],1.125[('interval class 3'; 1.0); ('tritone'; 0.125)]
mr_moonlight,5,F#,['None'],[('4/4'; 1)],beatles_for_sale,johnson,12 64,298.875,12.0,41.625,1.25,116.25,96.5,10.25,203.875,0.375,111.875,3.75,4.375,81.5[('major'; 53.5); ('interval class 5'; 22.25); ('interval class 4'; 5.75)],0[None],4.75[('minor'; 3.0); ('interval class 3'; 1.75)],1.25[('interval class 3'; 1.25)],25.875[('interval class 3'; 21.875); ('7'; 4)],34.25[('major'; 30.25); ('interval class 4'; 1.5); ('tritone'; 1.25); ('interval class 5'; 1.25)],9.0[('major'; 9.0)],29.5[('interval class 2'; 21.5); ('7'; 8.0)],0[None],17.0[('minor'; 12.0); ('interval class 5'; 3.0); ('interval class 3'; 2)],3.75[('quartal'; 3.75)],1.5[('major'; 1.5)]
no_reply,4,C,['None'],[('4/4'; 1)],beatles_for_sale,lennon,12 64,104.875,4.875,44.75,0.0,131.625,50.875,0.25,105.75,3.75,63.5,0.0,36.125,24.0[('major'; 24.0)],0[None],5.0[('minor 7'; 3.0); ('minor'; 2.0)],0[None],9.0[('minor'; 7.0); ('major'; 2.0)],12.0[('major'; 8.0); ('major 7'; 4.0)],0[None],9.0[('major'; 9.0)],0[None],10.0[('minor'; 4.0); ('major'; 4.0); ('perfect-fourth minor tetrachord'; 2)],0[None],0[None]
rock_and_roll_music,4,A,['None'],[('4/4'; 1)],beatles_for_sale,berry,12 64,76.5,0.0,42.125,0.125,32.875,46.375,0.0,150.125,0.125,36.125,13.0,22.75,31.5[('interval class 5'; 28.5); ('interval class 4'; 2.5); ('major'; 0.5)],0[None],3.75[('interval class 3'; 3.75)],0[None],5.0[('interval class 3'; 5.0)],10.0[('interval class 5'; 7.5); ('interval class 4'; 2.5)],0[None],30.75[('interval class 5'; 16.25); ('7'; 12.0); ('interval class 4'; 2.5)],0[None],8.75[('interval class 3'; 8.75)],0[None],0[None]
what_youre_doing,5,D,['None'],[('4/4'; 1)],beatles_for_sale,mccartney,12 64,128.0,0.0,44.8125,2.625,51.6875,131.25,5.75,77.25,0.0,100.25,0.0,9.25,19.25[('major'; 19.25)],0[None],5.5[('major'; 5.5)],0[None],2.625[('interval class 3'; 2.625)],40.625[('major'; 31.625); ('interval class 5'; 9)],0[None],8.0[('major'; 8.0)],0[None],11.125[('minor'; 9.625); ('tritone'; 1.5)],0[None],0.5[('tritone'; 0.5)]
words_of_love,3,A,['None'],[('4/4'; 1)],beatles_for_sale,holly,12 64,51.25,0.0,6.875,0.0,21.25,15.875,0.0,46.875,0.0,6.5,0.0,6.5,22.125[('major'; 8.0); ('interval class 4'; 7.875); ('interval class 5'; 6.25)],0[None],1.0[('interval class 3'; 0.75); ('interval class 5'; 0.25)],0[None],2.125[('interval class 3'; 1.875); ('interval class 5'; 0.25)],4.125[('interval class 5'; 2.625); ('interval class 4'; 1.5)],0[None],5.875[('unison'; 4.75); ('interval class 4'; 1.125)],0[None],1.625[('interval class 3'; 1.125); ('interval class 5'; 0.5)],0[None],3.0[('interval class 3'; 3.0)]
act_naturally,4,G,['None'],[('4/4'; 1)],help,morrison; russell,08 65,103.75,0.0,37.40625,0.5,52.375,32.375,3.125,86.1875,0.0,21.90625,0.0,26.875,24.125[('major'; 22.875); ('interval class 5'; 1.25)],0[None],2.875[('7'; 2.0); ('interval class 3'; 0.875)],0[None],2.625[('interval class 3'; 2.625)],4.125[('major'; 4.0); ('interval class 5'; 0.125)],0.875[('interval class 3'; 0.875)],25.375[('7'; 16.0); ('major'; 4.0); ('interval class 5'; 3.0); ('interval class 4'; 2.375)],0[None],1.875[('interval class 3'; 1.875)],0[None],0[None]
another_girl,6,A,['None'],[('4/4'; 1)],help,mccartney,08 65,144.375,0.0,45.75,64.875,35.0,72.75,1.0,107.875,3.25,33.25,64.75,7.5,34.5[('major'; 24.75); ('7'; 6.5); ('interval class 5'; 2.75); ('interval class 4'; 0.5)],0[None],1.75[('interval class 3'; 1.75)],11.5[('major'; 8.25); ('interval class 5'; 2.125); ('interval class 4'; 1.0); ('maj7'; 0.125)],0[None],27.75[('7'; 25.5); ('interval class 4'; 2.25)],0[None],10.875[('7'; 6.75); ('interval class 5'; 2.875); ('interval class 3'; 1.25)],0.25[('interval class 4'; 0.25)],3.75[('interval class 3'; 3.75)],13.75[('major'; 10.25); ('interval class 4'; 1.5); ('7'; 1.5); ('interval class 5'; 0.5)],0.75[('interval class 3'; 0.75)]
dizzy_miss_lizzy,5,A,['None'],[('4/4'; 1)],help,williams,08 65,142.9375,0.0,54.8125,14.4375,59.5,46.0625,0.75,109.875,5.0625,39.0,6.3125,13.0,42.0[('major'; 42.0)],0[None],0[None],0[None],0[None],18.0[('major'; 18.0)],0[None],17.5[('7'; 11.5); ('interval class 5'; 6.0)],0[None],3.0[('minor'; 1.5); ('minor 7'; 1.5)],0[None],0[None]
help,5,A,['None'],[('4/4'; 1)],help,lennon,08 65,98.25,0.0,86.0,2.25,99.25,61.875,0.375,123.28125,0.375,74.0,62.625,40.0,23.875[('major'; 19.25); ('7'; 2.25); ('quartal'; 1.125); ('interval class 4'; 0.75); ('interval class 5'; 0.5)],0[None],12.0[('minor'; 8.875); ('interval class 5'; 3.0); ('interval class 3'; 0.125)],0[None],10.375[('minor'; 10.0); ('interval class 3'; 0.375)],3.5[('major'; 2.0); ('interval class 4'; 1.5)],0[None],17.5[('major'; 9.75); ('interval class 5'; 4.0); ('major pentatonic'; 2.25); ('interval class 4'; 1.5)],0[None],14.25[('minor'; 10.0); ('interval class 3'; 3.25); ('interval class 5'; 1.0)],16.25[('major'; 12.75); ('interval class 5'; 3.5)],1.75[('interval class 3'; 1.75)]
i_need_you,5,A,['None'],[('4/4'; 1)],help,harrison,08 65,89.375,0.0,32.375,0.125,47.25,26.40625,2.25,88.375,0.0,43.25,1.5,15.5,24.625[('major'; 18.125); ('quartal'; 5.125); ('7'; 1.125); ('interval class 4'; 0.25)],0[None],3.375[('minor'; 1.375); ('major'; 1.0); ('7'; 1.0)],0[None],1.75[('minor'; 1.75)],11.625[('major'; 7.625); ('interval class 4'; 2); ('quartal'; 2.0)],0[None],10.25[('major'; 8.0); ('interval class 4'; 2.25)],0[None],14.0[('minor'; 8.0); ('interval class 3'; 4); ('minor 7'; 2.0)],0[None],1[('interval class 3'; 1)]
its_only_love,6,C,['None'],[('4/4'; 1)],help,lennon,08 65,81.1875,0.0,49.9375,3.625,88.75,33.5,12.0,104.0,0.0,47.4375,12.0,62.5625,23.875[('major'; 22.0); ('interval class 5'; 1.875)],0[None],13.5[('major'; 11.5); ('aug'; 2.0)],0[None],7.5[('minor'; 7.5)],8.0[('major'; 8.0)],0[None],21.375[('major'; 18.0); ('aug'; 3.0); ('interval class 4'; 0.375)],0[None],12.5[('minor'; 12.125); ('interval class 3'; 0.375)],0[None],1.0[('minor'; 1.0)]
ive_just_seen_a_face,4,A,['None'],[('2/4'; 1)],help,mccartney,08 65,113.375,0.0,25.375,0.375,48.3125,47.0,0.0,78.5,0.0,44.25,0.75,14.0,23.375[('major'; 16.6875); ('interval class 5'; 5.875); ('interval class 4'; 0.75); ('quartal'; 0.0625)],0[None],0[None],0[None],0[None],15.25[('major'; 10.5); ('interval class 5'; 3.5); ('interval class 4'; 1.25)],0[None],9.75[('major'; 8.5); ('interval class 3'; 0.625); ('interval class 4'; 0.625)],0[None],13.75[('minor'; 7.5); ('interval class 3'; 2.75); ('minor 7'; 2.5); ('interval class 5'; 0.75); ('unison'; 0.125); ('interval class 2'; 0.125)],0.125[('interval class 5'; 0.125)],0.125[('interval class 2'; 0.125)]
tell_me_what_you_see,5,G,['None'],[('4/4'; 1)],help,mccartney,08 65,109.9375,0.0,8.75,0.0,28.4375,26.5,0.0,72.875,0.0,17.625,5.375,2.0,27.0[('major'; 24.0625); ('interval class 4'; 1.875); ('interval class 5'; 1.0625)],0[None],1.5[('interval class 3'; 1.5)],0[None],1.0[('interval class 3'; 1.0)],12.5[('major'; 5.375); ('major-second major tetrachord'; 5.0); ('interval class 4'; 2.125)],0[None],7.375[('minor'; 4.125); ('major'; 1.75); ('interval class 3'; 1.25); ('interval class 5'; 0.25)],0[None],0.5[('interval class 3'; 0.5)],0[None],0[None]
the_night_before,6,D,['None'],[('4/4'; 1)],help,mccartney,08 65,136.25,1.25,72.5,25.25,58.375,132.125,2.25,83.875,30.0,84.5,31.84375,29.25,24.625[('major'; 24.125); ('7'; 0.5)],0[None],13.625[('half-dim 7'; 10.0); ('minor-dim tetrachord'; 1.625); ('major'; 1.5); ('7'; 0.5)],6.25[('major'; 5.5); ('aug'; 0.75)],2.375[('dim'; 2.25); ('interval class 3'; 0.125)],29.625[('major'; 14.375); ('interval class 4'; 8.0); ('7'; 7.25)],0[None],22.5[('major'; 9.0); ('interval class 4'; 8.0); ('minor'; 2.0); ('major-second major tetrachord'; 2.0); ('7'; 1.5)],18.375[('interval class 3'; 10); ('dim'; 8.375)],23.5[('minor'; 12.0); ('interval class 5'; 10); ('minor 7'; 1.5)],10.625[('major'; 9.125); ('major 7'; 1.5)],5.25[('dim'; 3.5); ('half-dim 7'; 1.75)]
ticket_to_ride,4,A,['None'],[('4/4'; 1)],help,lennon,08 65,69.34375,0.0,22.375,8.125,19.5625,27.0,0.0,48.9375,0.125,27.0625,3.25,5.0,11.625[('major'; 5.625); ('interval class 4'; 3.0625); ('interval class 5'; 2.9375)],0[None],3.25[('interval class 2'; 2.25); ('minor'; 1.0)],1.0[('interval class 4'; 1.0)],0[None],12.5[('interval class 4'; 4.75); ('7'; 4.0); ('major'; 3.0); ('interval class 5'; 0.75)],0[None],7.375[('major'; 3.5); ('interval class 5'; 2.25); ('interval class 4'; 1.0); ('7'; 0.5); ('interval class 3'; 0.125)],0[None],3.125[('minor'; 2.875); ('tritone'; 0.25)],1.625[('major 7'; 1); ('interval class 4'; 0.5); ('interval class 5'; 0.125)],0[None]
yesterday,4,G,['None'],[('4/4'; 1)],help,mccartney,08 65,56.125,0.0,42.75,7.625,11.625,21.625,3.25,32.75,0.25,27.5,30.5,11.625,15.5[('interval class 5'; 15.0); ('whole-tone'; 0.5)],0[None],2.5[('quartal'; 1.5); ('major'; 1.0)],0[None],3.0[('7'; 2.5); ('interval class 5'; 0.5)],3.25[('major'; 2.0); ('interval class 5'; 1.25)],0.375[('tritone'; 0.375)],1.0[('interval class 4'; 1.0)],0[None],5.5[('minor'; 3.0); ('minor-7'; 1.0); ('unison'; 1.0); ('interval class 5'; 0.5)],3.25[('interval class 4'; 3.25)],6.125[('dim'; 4.5); ('minor'; 1.5); ('tritone-fourth'; 0.125)]
you_like_me_too_much,6,G,['None'],[('4/4'; 1)],help,harrison,08 65,155.375,0.375,135.1875,7.0625,127.375,113.875,20.75,155.375,0.25,118.875,17.125,71.0,47.75[('major'; 27.75); ('7'; 9.75); ('interval class 4'; 8.0); ('major 7'; 2); ('interval class 5'; 0.25)],0.375[('interval class 3'; 0.375)],44.625[('minor'; 16.75); ('major'; 8.0); ('interval class 3'; 7.625); ('7'; 6.0); ('interval class 4'; 3.25); ('perfect-fourth minor tetrachord'; 2.0); ('quartal'; 1.0)],1.875[('interval class 3'; 1.875)],27.125[('interval class 3'; 15.25); ('minor 7'; 6.0); ('minor'; 5.875)],30.0[('major'; 25.25); ('interval class 4'; 3.625); ('interval class 5'; 1.125)],0[None],50.75[('7'; 30.0); ('major'; 12.375); ('interval class 5'; 3.125); ('interval class 3'; 2.375); ('interval class 4'; 1.375); ('minor-aug tetrachord'; 1.0); ('minor 7'; 0.5)],0.25[('interval class 3'; 0.25)],7.625[('minor 7'; 4.75); ('interval class 3'; 1.375); ('minor'; 1.0); ('interval class 2'; 0.5)],0.5[('interval class 4'; 0.5)],1.375[('interval class 3'; 1.375)]
youre_going_to_lose_that_girl,8,E,['G'],[('4/4'; 1)],help,lennon,08 65,113.75,14.0,107.875,63.625,89.5,53.125,0.0,146.25,27.625,81.0,45.5,51.625,21.5[('major'; 21.5)],4.0[('major'; 4.0)],21.5[('minor'; 21.5)],11.75[('major'; 11.5); ('7'; 0.25)],10.0[('minor'; 10.0)],1.0[('major'; 1.0)],0[None],18.5[('7'; 12.0); ('major'; 6.5)],8.25[('major'; 4.25); ('major-second major tetrachord'; 4.0)],8.5[('minor'; 8.5)],5.0[('major'; 5.0)],0[None]
youve_got_to_hide_your_love_away,5,G,['None'],[('3/4'; 1)],help,lennon,08 65,95.125,0.0,37.53125,0.125,14.875,41.625,0.0,71.0625,0.0,20.6875,7.5,12.0,19.3125[('major'; 11.1875); ('quartal'; 6.0); ('interval class 5'; 1.875); ('major 7'; 0.25)],0[None],0[None],0[None],0.75[('minor 7'; 0.75)],14.25[('major'; 12.75); ('major-second major tetrachord'; 1.5)],0[None],12.875[('major'; 8.75); ('quartal'; 3.0); ('7'; 0.75); ('interval class 5'; 0.375)],0[None],0.1875[('minor-7'; 0.1875)],7.5[('major-second major tetrachord'; 7.5)],0[None]
drive_my_car,5,D,['None'],[('4/4'; 1)],rubber_soul,mccartney,12 65,43.0625,0.0625,13.0,6.25,18.5,39.90625,0.5,31.5625,0.25,33.5,16.125,7.25,9.5[('major'; 5.0); ('interval class 4'; 3.625); ('interval class 5'; 0.75); ('quartal'; 0.125)],0[None],0.5[('major'; 0.5)],1.5[('quartal'; 1.5)],0.625[('interval class 3'; 0.5); ('interval class 4'; 0.125)],5.375[('major'; 3.0); ('interval class 4'; 1.375); ('7'; 1.0)],0[None],1.25[('major'; 1.25)],0[None],10.5[('minor'; 3.75); ('tritone'; 2.5); ('interval class 3'; 2.25); ('interval class 5'; 1.75); ('interval class 2'; 0.25)],8.625[('interval class 5'; 6.125); ('major'; 2.0); ('interval class 4'; 0.5)],2.5[('dim'; 2.5)]
girl,6,D#,['None'],[('4/4'; 1)],rubber_soul,lennon,12 65,76.25,0.5,56.75,0.0,128.75,34.25,0.0,39.75,16.0,93.5,0.0,42.75,0[None],0[None],15.5[('minor'; 15.5)],0[None],33.0[('major'; 17.25); ('major 7'; 7.0); ('7'; 5.75); ('minor'; 3.0)],0[None],0[None],10.0[('minor 7'; 10.0)],0[None],24.25[('minor'; 19.5); ('major'; 4.75)],0[None],0[None]
if_i_needed_someone,4,A,['None'],[('4/4'; 1)],rubber_soul,harrison,12 65,109.4375,7.25,62.5,0.125,63.625,36.875,0.0,96.5,0.0,22.25,40.75,5.25,34.9375[('major'; 34.0); ('interval class 4'; 0.9375)],0[None],11.0[('minor'; 6.5); ('minor-7'; 1.75); ('7'; 1.5); ('quartal'; 1.25)],0[None],6.25[('interval class 3'; 3.5); ('minor'; 2.75)],1.0[('major'; 1.0)],0[None],5.75[('minor'; 4.0); ('7'; 1.75)],0[None],6.0[('7'; 6.0)],11.625[('major'; 11.125); ('interval class 5'; 0.25); ('quartal'; 0.25)],0.25[('tritone'; 0.25)]
im_looking_through_you,4,G,['None'],[('4/4'; 1)],rubber_soul,mccartney,12 65,211.625,0.0,62.625,3.4375,75.625,70.0,0.0,165.0,0.0,104.375,1.1875,18.625,42.875[('major'; 28.25); ('interval class 5'; 7.125); ('interval class 4'; 4.0); ('quartal'; 3.5)],0[None],14.5[('minor'; 14.5)],0[None],2.5[('interval class 3'; 2.5)],29.75[('major-second major tetrachord'; 26.25); ('interval class 5'; 2.0); ('interval class 4'; 1.5)],0[None],14.5[('major'; 12.5); ('interval class 4'; 1.5); ('perfect-fourth major tetrachord'; 0.5)],0[None],13.875[('minor 7'; 12.0); ('quartal'; 1.5); ('minor'; 0.25); ('interval class 3'; 0.125)],0[None],3.125[('interval class 3'; 3.125)]
in_my_life,8,A,['None'],[('4/4'; 1); ('2/4'; 1)],rubber_soul,mccartney; lennon,12 65,108.6875,0.0,33.5625,0.0,77.3125,57.4375,0.0,77.1875,4.125,77.1875,17.875,15.0,21.75[('major'; 21.75)],0[None],4.125[('interval class 5'; 4.125)],0[None],0[None],14.375[('major'; 9.125); ('interval class 5'; 3.375); ('minor'; 1.875)],0[None],6.5[('major'; 5.875); ('7'; 0.625)],0[None],17.25[('minor'; 11.25); ('interval class 5'; 6)],4.0[('major'; 4.0)],0[None]
michelle,6,F,['None'],[('4/4'; 1)],rubber_soul,mccartney,12 65,81.71875,9.90625,96.0,45.5625,17.4375,25.5,20.53125,105.25,10.1875,51.3125,63.5,23.625,11.625[('interval class 4'; 5); ('interval class 5'; 4.875); ('major'; 0.75); ('minor'; 0.75); ('quartal'; 0.25)],0[None],27.5[('interval class 4'; 10.75); ('major'; 8.875); ('interval class 5'; 7.125); ('half-dim 7'; 0.75)],12.5[('interval class 3'; 8.75); ('interval class 5'; 3.75)],0[None],1.0[('interval class 3'; 0.75); ('7'; 0.25)],0[None],31.625[('interval class 4'; 11.0); ('interval class 5'; 7.125); ('major'; 7.125); ('minor'; 6.375)],3.625[('7'; 2.625); ('interval class 5'; 1.0)],12.375[('interval class 3'; 8.25); ('major'; 3.125); ('minor 7'; 1.0)],12.25[('dim'; 5.0); ('dim 7'; 4.25); ('interval class 3'; 3)],2.625[('interval class 3'; 2.25); ('minor'; 0.375)]
norwegian_wood_the_bird_has_flown,3,D,['None'],[('12/8'; 1)],rubber_soul,lennon,12 65,56.25,1.6875,46.3125,6.0,22.9375,24.625,7.25,47.125,0.25,48.3125,1.25,6.28125,27.6875[('major'; 9.125); ('interval class 5'; 8.375); ('minor'; 6.0); ('interval class 4'; 2.6875); ('quartal'; 1.5)],0[None],8.0[('major'; 2.25); ('minor'; 1.875); ('interval class 3'; 1.25); ('minor-7'; 1.25); ('minor 7'; 1.25); ('interval class 5'; 0.125)],0[None],2.25[('interval class 3'; 1.5); ('minor'; 0.75)],11.125[('maj7'; 4.125); ('major'; 3.0); ('interval class 4'; 2.0); ('interval class 5'; 2.0)],0[None],5.375[('interval class 5'; 2.375); ('major'; 1.5); ('7'; 1.5)],0[None],1.0[('major'; 1.0)],0[None],0[None]
nowhere_man,5,E,['None'],[('4/4'; 1)],rubber_soul,lennon,12 65,63.25,0.0,41.625,0.0,61.125,64.0,0.9375,50.6875,8.375,24.75,0.0,18.0,21.25[('major'; 17.625); ('interval class 5'; 2.5); ('unison'; 0.75); ('interval class 4'; 0.375)],0[None],9.625[('minor'; 8.125); ('interval class 2'; 0.75); ('interval class 5'; 0.75)],0[None],8.0[('interval class 5'; 3); ('minor'; 3.0); ('interval class 3'; 2.0)],17.25[('minor'; 5.875); ('interval class 5'; 5.75); ('major'; 4.5); ('interval class 3'; 1.125)],0[None],3.125[('major'; 2.75); ('interval class 5'; 0.375)],0[None],2.25[('interval class 3'; 2.25)],0[None],6.375[('tritone'; 3.0); ('dim'; 2.25); ('interval class 3'; 1.125)]
run_for_your_life,6,D,['None'],[('4/4'; 1)],rubber_soul,lennon,12 65,118.625,0.0,24.0,3.125,116.8125,15.4375,8.5,82.9375,1.03125,72.25,6.21875,6.4375,39.0[('major'; 37.5); ('interval class 4'; 1.5)],0[None],4.75[('major'; 4.0); ('interval class 4'; 0.75)],0.125[('major'; 0.125)],1.5[('7'; 1.0); ('interval class 5'; 0.5)],4.125[('major'; 2.875); ('interval class 5'; 1.25)],1.0[('tritone'; 1.0)],1.75[('major'; 1.75)],0[None],22.25[('minor'; 18.0); ('interval class 5'; 1.75); ('interval class 3'; 1.25); ('minor 7'; 1.25)],2.25[('major'; 2.25)],0.25[('interval class 3'; 0.25)]
the_word,6,F,['None'],[('4/4'; 1)],rubber_soul,mccartney; lennon,12 65,55.0625,3.5,33.84375,0.0,61.5625,0.0,6.25,28.5625,4.125,57.0625,0.0,16.5,9.5[('interval class 5'; 6.5); ('major'; 3.0)],0[None],7.0[('7'; 5.625); ('interval class 4'; 1.25); ('interval class 5'; 0.125)],0[None],1.125[('interval class 4'; 1.125)],0[None],2.5[('tritone'; 1.5); ('half-dim 7'; 1.0)],4.125[('major'; 3.0); ('interval class 5'; 1.125)],0[None],16.9375[('major-second minor tetrachord'; 10.625); ('interval class 5'; 3.125); ('major'; 3.0); ('interval class 4'; 0.125); ('interval class 3'; 0.0625)],0[None],0[None]
think_for_yourself,5,G,['None'],[('4/4'; 1)],rubber_soul,harrison,12 65,99.625,2.0,31.25,41.5625,29.125,48.1875,0.0,49.8125,8.375,23.5,48.5625,6.0,32.625[('7'; 21.75); ('major'; 5.125); ('interval class 5'; 3.875); ('interval class 4'; 1.875)],0.5[('interval class 5'; 0.5)],6.625[('minor'; 5.875); ('interval class 5'; 0.75)],13.0[('7'; 8.0); ('interval class 3'; 4.25); ('interval class 2'; 0.75)],0[None],10.25[('major'; 9.5); ('interval class 5'; 0.75)],0[None],14.25[('major'; 5.0); ('minor'; 3.5); ('7'; 3.0); ('interval class 3'; 1.5); ('interval class 5'; 0.5); ('interval class 2'; 0.375); ('interval class 4'; 0.375)],6.0[('interval class 5'; 6.0)],0[None],1.25[('interval class 5'; 1.25)],3.0[('dim'; 3.0)]
wait,4,A,['None'],[('4/4'; 1)],rubber_soul,mccartney; lennon,12 65,25.5,0.0,21.3125,0.0,25.3125,4.75,4.625,16.0,3.25,34.75,0.0,6.25,6.875[('interval class 4'; 3.25); ('interval class 5'; 2.25); ('major'; 1.375)],0[None],11.0[('interval class 3'; 2.625); ('interval class 4'; 2.25); ('interval class 5'; 2.0); ('major'; 2); ('7'; 1.75); ('minor-7'; 0.375)],0[None],3.75[('interval class 3'; 3.5); ('7'; 0.25)],0[None],0[None],4.0[('interval class 5'; 2.0); ('major'; 2)],1.25[('major'; 1.25)],11.5[('interval class 3'; 4.75); ('minor'; 3.875); ('interval class 5'; 1.625); ('minor 7'; 0.75); ('quartal'; 0.5)],0[None],1.125[('interval class 3'; 0.875); ('dim'; 0.25)]
what_goes_on,5,E,['None'],[('4/4'; 1)],rubber_soul,mccartney; lennon,12 65,76.75,0.125,11.5,7.25,30.625,19.5,1.0625,43.8125,7.5,4.0625,8.75,3.375,24.0625[('interval class 4'; 14.1875); ('interval class 5'; 6.5625); ('major'; 2.3125); ('unison'; 0.625); ('7'; 0.375)],0[None],2.4375[('interval class 2'; 2.0); ('interval class 5'; 0.3125); ('interval class 3'; 0.125)],0[None],0.1875[('interval class 3'; 0.1875)],4.875[('interval class 5'; 3.0); ('minor'; 1.875)],0.125[('interval class 3'; 0.125)],1.25[('7'; 0.5); ('interval class 5'; 0.5); ('interval class 3'; 0.25)],5.0[('interval class 4'; 5.0)],0.875[('interval class 3'; 0.875)],0[None],1.6875[('interval class 3'; 1.6875)]
you_wont_see_me,5,A,['None'],[('4/4'; 1)],rubber_soul,mccartney,12 65,131.375,0.0,37.125,2.0,54.25,62.625,27.875,50.625,6.625,29.5,5.0,5.75,48.625[('interval class 4'; 25.875); ('interval class 5'; 11.625); ('major'; 10.125); ('interval class 2'; 1)],0[None],12.875[('interval class 3'; 6.625); ('major'; 5.0); ('interval class 2'; 0.5); ('minor'; 0.5); ('7'; 0.25)],0[None],4.75[('interval class 3'; 4.75)],24.875[('interval class 5'; 11.625); ('major'; 4.625); ('interval class 4'; 3.0); ('interval class 3'; 2.125); ('tritone-fourth'; 2.0); ('minor'; 1.5)],16.5[('tritone'; 11.5); ('interval class 3'; 3.0); ('half-dim 7'; 1.75); ('tritone-fourth'; 0.25)],2.0[('interval class 3'; 2.0)],1[('interval class 4'; 1)],0.75[('interval class 3'; 0.75)],1.0[('major'; 1.0)],1.75[('tritone'; 1.0); ('dim'; 0.5); ('interval class 3'; 0.25)]
and_your_bird_can_sing,7,E,['None'],[('4/4'; 1)],revolver,lennon,08 66,68.65625,7.1875,63.1875,37.0625,22.375,62.625,2.5,59.1875,21.875,25.3125,98.5625,11.5625,10.875[('minor'; 7.0); ('minor 7'; 2.25); ('interval class 4'; 1.5); ('interval class 5'; 0.125)],1.0[('aug'; 1.0)],3.875[('minor'; 2.0); ('minor-aug tetrachord'; 1.0); ('interval class 2'; 0.875)],6.0[('major'; 6.0)],1.5[('interval class 3'; 1.5)],6.0[('major'; 4.0); ('interval class 5'; 2)],0[None],2.0[('7'; 2.0)],0[None],2[('interval class 3'; 2)],38.6875[('major'; 38.6875)],0.875[('interval class 3'; 0.875)]
doctor_robert,4,A,['B'],[('4/4'; 1)],revolver,lennon,08 66,78.625,20.25,95.46875,6.125,52.28125,18.03125,28.375,68.40625,0.0,83.78125,30.59375,19.5625,15.75[('7'; 4.75); ('unison'; 4.625); ('interval class 5'; 2.875); ('interval class 2'; 1.75); ('interval class 4'; 1.0); ('quartal'; 0.75)],1.0[('tritone'; 1.0)],10.125[('major'; 7.0); ('interval class 5'; 3.125)],1.0[('interval class 5'; 0.75); ('interval class 4'; 0.25)],9.625[('tritone'; 8.5); ('interval class 3'; 1.125)],5.5[('interval class 5'; 5.375); ('quartal'; 0.125)],0[None],3.5[('major'; 2.125); ('interval class 5'; 1.375)],0[None],12.75[('major'; 10.625); ('interval class 5'; 2.0); ('interval class 4'; 0.125)],2.625[('interval class 4'; 1.75); ('interval class 5'; 0.875)],0.125[('interval class 3'; 0.125)]
eleanor_rigby,6,G,['None'],[('4/4'; 1)],revolver,mccartney,08 66,89.375,0.0,28.9375,0.0,58.0,33.0,8.625,10.375,0.0,130.9375,1.25,5.5,2.9375[('interval class 4'; 2.4375); ('unison'; 0.4375); ('interval class 1'; 0.0625)],0[None],4.6875[('interval class 5'; 2.125); ('interval class 3'; 1.125); ('minor'; 0.75); ('interval class 2'; 0.6875)],0[None],0[None],9.75[('major'; 9.75)],0[None],1.5[('major'; 1.5)],0[None],35.8125[('interval class 5'; 13.25); ('minor'; 12.5); ('interval class 3'; 7.0625); ('unison'; 3.0)],1.0[('major'; 1.0)],0.5[('interval class 3'; 0.25); ('interval class 2'; 0.25)]
for_no_one,4,B,['None'],[('4/4'; 1)],revolver,mccartney,08 66,32.8125,4.875,24.8125,0.0,24.1875,19.0625,0.0,39.125,0.9375,20.625,5.1875,8.4375,9.0[('major'; 9.0)],0[None],7.125[('interval class 3'; 6.375); ('minor'; 0.75)],0[None],5.25[('interval class 3'; 3.0); ('minor'; 2.25)],3.0[('interval class 5'; 2.25); ('interval class 4'; 0.75)],0[None],2.25[('tritone'; 2.25)],0[None],0[None],0[None],0[None]
